Date, Open_Nasdaq, High_Nasdaq, Low_Nasdaq, Close_Nasdaq
10/4/22,11054.72,11189.96,11044.04,11176.41
10/3/22,10659.01,10875.46,10577.89,10815.43
9/30/22,10697.71,10883.04,10572.33,10575.62
9/29/22,10894.44,10899.47,10623.23,10737.51
9/28/22,10817.52,11101.5,10776.34,11051.64
9/27/22,10955.29,11040.99,10741.02,10829.5
9/26/22,10833.38,11024,10789.05,10802.92
9/23/22,10952.69,10958.3,10732.72,10867.93
9/22/22,11167.38,11203.77,11024.64,11066.81
9/21/22,11466.21,11613.57,11219,11220.19
9/20/22,11440.14,11520.99,11343.72,11425.05
9/19/22,11338.57,11538.13,11337.83,11535.02
9/16/22,11401.21,11460.43,11316.92,11448.4
9/15/22,11633.24,11760.73,11497.11,11552.36
9/14/22,11680.41,11746.83,11602.76,11719.68
9/13/22,11908.81,11957.97,11604.43,11633.57
9/12/22,12174.94,12270.19,12169.28,12266.41
9/9/22,11958.61,12132.67,11958.61,12112.31
9/8/22,11679.85,11896.73,11660.53,11862.13
9/7/22,11559.38,11819.07,11555.08,11791.9
9/6/22,11643.03,11679.43,11471.5,11544.91
9/2/22,11899.14,11945.91,11573.51,11630.86
9/1/22,11707.44,11798.37,11546.52,11785.13
8/31/22,11972.56,12027.43,11814.17,11816.2
8/30/22,12093.06,12101.85,11790.02,11883.14
8/29/22,12021.05,12124.87,11981.42,12017.67
8/26/22,12630.58,12655.84,12141.52,12141.71
8/25/22,12506.37,12641.26,12471.98,12639.27
8/24/22,12375.15,12504.33,12350.16,12431.53
8/23/22,12380.37,12490.85,12352.03,12381.3
8/22/22,12523.16,12538.55,12353.73,12381.57
8/19/22,12832.27,12859.01,12674.87,12705.22
8/18/22,12937.78,13002.66,12873.49,12965.34
8/17/22,12968.63,13053.51,12863.01,12938.12
8/16/22,13082.64,13181.09,12979.24,13102.55
8/15/22,12996.63,13146.06,12993.78,13128.05
8/12/22,12866.31,13047.19,12821.22,13047.19
8/11/22,12944.82,13026.24,12760.09,12779.91
8/10/22,12793.44,12861.44,12698.61,12854.8
8/9/22,12557.49,12582.91,12438.86,12493.93
8/8/22,12703.72,12855.16,12597.75,12644.46
8/5/22,12538.81,12720.44,12525.77,12657.55
8/4/22,12433.87,12699.64,12425.21,12720.58
8/3/22,12433.87,12699.64,12425.21,12668.16
8/2/22,12287.67,12503.34,12260.48,12348.76
8/1/22,12317.96,12499.72,12271.98,12368.98
7/29/22,12239.69,12426.26,12181.13,12390.69
7/28/22,12036.48,12179.09,11886.67,12162.59
7/27/22,11756.19,12081.73,11718.38,12032.42
7/26/22,11701.53,11711.31,11533.37,11562.57
7/25/22,11837.96,11855.11,11707.53,11782.67
7/22/22,12025.37,12093.02,11767.19,11834.11
7/21/22,11914.15,12060.59,11812.72,12059.61
7/20/22,11726.09,11939.96,11703.36,11897.65
7/19/22,11515,11721.22,11448.97,11713.15
7/18/22,11561.64,11629.03,11322.84,11360.05
7/15/22,11379.36,11454.69,11295.33,11452.42
7/14/22,11151.21,11279.97,11005.93,11251.19
7/13/22,11056.55,11325.67,11031.27,11247.58
7/12/22,11420.89,11483.17,11207.08,11264.73
7/11/22,11524.49,11541.1,11348.06,11372.6
7/8/22,11503.61,11689.7,11479.77,11635.31
7/7/22,11422.6,11644.47,11412.88,11621.35
7/6/22,11337.9,11443.15,11250.32,11361.85
7/5/22,10964.18,11323.9,10911.45,11322.24
7/1/22,11006.83,11132.55,10922.71,11127.85
6/30/22,11048.25,11160.92,10850.01,11028.74
6/29/22,11160.22,11226.33,11072.19,11177.89
6/28/22,11542.24,11635.85,11177.68,11181.54
6/27/22,11661.02,11677.49,11487.07,11524.55
6/24/22,11351.31,11613.23,11337.78,11607.62
6/23/22,11137.68,11260.27,11046.28,11232.19
6/22/22,10941.95,11216.77,10938.06,11053.08
6/21/22,10974.05,11164.99,10974.05,11069.3
6/17/22,10697.55,10884.71,10638.72,10798.35
6/16/22,10806.02,10831.07,10565.14,10646.1
6/15/22,10968.4,11244.26,10866.39,11099.15
6/14/22,10897.43,10926.81,10733.04,10828.35
6/13/22,10986.84,11071.48,10775.14,10809.23
6/10/22,11543.88,11569.15,11328.27,11340.02
6/9/22,12016.47,12115.07,11751.98,11754.23
6/8/22,12147.28,12235.78,12052.7,12086.27
6/7/22,11925.81,12194.86,11888.61,12175.23
6/6/22,12200.33,12245.4,12004.2,12061.37
6/3/22,12097.12,12167.44,11966.62,12012.73
6/2/22,11945.57,12320.12,11901.45,12316.9
6/1/22,12176.89,12237.94,11901.43,11994.46
5/31/22,12137.54,12190.08,11942.5,12081.39
5/27/22,11869.69,12131.66,11856.82,12131.13
5/26/22,11409.84,11796.97,11406.16,11740.65
5/25/22,11225.03,11511.9,11211.85,11434.74
5/24/22,11326.44,11351.61,11092.48,11264.45
5/23/22,11396.28,11552.07,11304.56,11535.27
5/20/22,11542.67,11552.21,11035.69,11354.62
5/19/22,11364.4,11562.82,11313.31,11388.5
5/18/22,11790.68,11826.22,11381.69,11418.15
5/17/22,11905.57,11988.43,11754.28,11984.52
5/16/22,11727.14,11804.59,11627.53,11662.79
5/13/22,11555.98,11856.71,11510.25,11805
5/12/22,11199.25,11547.33,11108.76,11370.96
5/11/22,11645.57,11844.51,11339.18,11364.24
5/10/22,11900.34,11944.94,11566.28,11737.67
5/9/22,11923.03,11990.61,11574.94,11623.25
5/6/22,12246.83,12358.42,11990.15,12144.66
5/5/22,12787.52,12787.52,12183.56,12317.69
5/4/22,12574.73,12985.01,12367.02,12964.86
5/3/22,12511.46,12645.83,12460.99,12563.76
5/2/22,12331.69,12542.54,12202.41,12536.02
4/29/22,12710.42,12861.83,12315.74,12334.64
4/28/22,12712.86,12948.52,12487.86,12871.53
4/27/22,12500.88,12703.79,12430.9,12488.93
4/26/22,12918.04,12918.04,12490.74,12490.74
4/25/22,12749.17,13011.45,12722.59,13004.85
4/22/22,13168.8,13212.6,12828.02,12839.29
4/21/22,13623.7,13710.69,13140.83,13174.65
4/20/22,13665.38,13678.55,13426.13,13453.07
4/19/22,13312.44,13643.97,13281.22,13619.66
4/18/22,13319.39,13414.27,13222.03,13332.36
4/14/22,13647.43,13662.93,13345.22,13351.08
4/13/22,13373.12,13679.43,13353.66,13643.59
4/12/22,13584.69,13685.95,13317.74,13371.57
4/11/22,13547.29,13585.08,13401.39,13411.96
4/8/22,13830.47,13866.06,13693.69,13711
4/7/22,13861.49,13978.25,13689.23,13897.3
4/6/22,14002.58,14032.84,13788.9,13888.82
4/5/22,14490.26,14500.29,14169.12,14204.17
4/4/22,14304.35,14534.38,14286.45,14532.55
4/1/22,14269.53,14306.94,14131.81,14261.5
3/31/22,14444.78,14456.74,14217.73,14220.52
3/30/22,14558.59,14609.25,14383.45,14442.27
3/29/22,14500.39,14646.9,14419.4,14619.64
3/28/22,14177.21,14356,14101.34,14354.9
3/25/22,14194.72,14218.76,14010.79,14169.3
3/24/22,14001.32,14193.55,13897.2,14191.84
3/23/22,13990.35,14152.15,13921.65,13922.6
3/22/22,13866.43,14141.07,13857.29,14108.82
3/21/22,13860.39,13945.81,13682.55,13838.46
3/18/22,13564.63,13899.28,13528.06,13893.84
3/17/22,13360.72,13620.8,13317.14,13614.78
3/16/22,13119.36,13440.12,12992.2,13436.55
3/15/22,12685.23,12973.88,12616.59,12948.62
3/14/22,12795.12,12918.01,12555.35,12581.22
3/11/22,13229.77,13239.35,12830.37,12843.81
3/10/22,13098.35,13163.5,12946.28,13129.96
3/9/22,13113.7,13301.16,13039.79,13255.55
3/8/22,12800.04,13159.44,12670.08,12795.55
3/7/22,13328.36,13353.28,12828.02,12830.96
3/4/22,13455.23,13486.71,13224.98,13313.44
3/3/22,13837.59,13837.59,13472.64,13537.94
3/2/22,13597.53,13796.55,13493.91,13752.02
3/1/22,13716.7,13777.04,13441.32,13532.46
2/28/22,13570.83,13810.64,13549.9,13751.4
2/25/22,13485.26,13696.86,13358.29,13694.62
2/24/22,12587.88,13486.11,12587.88,13473.59
2/23/22,13511.75,13533.78,13032.17,13037.49
2/22/22,13424.36,13618.72,13249.65,13381.52
2/18/22,13735.4,13762.4,13465.56,13548.07
2/17/22,14004.19,14020.82,13704.7,13716.72
2/16/22,14038.92,14163.73,13931.99,14124.09
2/15/22,13997.18,14142.49,13976.29,14139.76
2/14/22,13768.97,13921.71,13664.76,13790.92
2/11/22,14213.62,14246.7,13733.16,13791.15
2/10/22,14228.68,14509.56,14118.2,14185.64
2/9/22,14368.16,14490.72,14330.87,14490.37
2/8/22,13984.43,14226.49,13934.78,14194.45
2/7/22,14118.79,14236.31,13974.1,14015.67
2/4/22,13958.48,14222.76,13850.39,14098.01
2/3/22,14045.83,14207.89,13851.75,13878.82
2/2/22,14494.47,14504.82,14264.65,14417.55
2/1/22,14277.43,14358.69,14070.77,14346
1/31/22,13812.19,14242.9,13767.71,14239.88
1/28/22,13436.71,13771.91,13236.56,13770.57
1/27/22,13710.99,13765.91,13322.66,13352.78
1/26/22,13871.77,14002.65,13392.19,13542.12
1/25/22,13610.87,13781.62,13414.14,13539.29
1/24/22,13481.5,13876.61,13094.65,13855.13
1/21/22,14046.22,14171.72,13764.24,13768.92
1/20/22,14462.85,14642.03,14140.78,14154.02
1/19/22,14582.22,14658.89,14331.65,14340.26
1/18/22,14681.83,14740.54,14482.94,14506.9
1/14/22,14708.02,14897.68,14689.43,14893.75
1/13/22,15245.04,15259.71,14782.24,14806.81
1/12/22,15263.1,15319.03,15117.29,15188.39
1/11/22,14919.26,15158.71,14837.64,15153.45
1/10/22,14751.78,14953.85,14530.23,14942.83
1/7/22,15095.72,15171.02,14877.63,14935.9
1/6/22,15024.15,15198.45,14914.87,15080.86
1/5/22,15547.16,15586.3,15095.18,15100.17
1/4/22,15852.14,15852.14,15512.41,15622.72
1/3/22,15732.5,15832.8,15644.09,15832.8
12/31/21,15722.91,15777.43,15643.93,15644.97
12/30/21,15758.98,15868.09,15729.16,15741.56
12/29/21,15794.92,15821.81,15679.85,15766.22
12/28/21,15895.2,15901.47,15757.07,15781.72
12/27/21,15696.83,15871.4,15696.83,15871.26
12/23/21,15544.79,15697.98,15528.91,15653.37
12/22/21,15319.16,15525.97,15303.06,15521.89
12/21/21,15140.43,15349.06,15015.02,15341.09
12/20/21,14933,15007.3,14860.04,14980.94
12/17/21,15036.77,15288.78,14960.37,15169.68
12/16/21,15629.08,15633.19,15119.49,15180.43
12/15/21,15230.71,15575.76,15055.23,15565.58
12/14/21,15215.96,15317.55,15097.35,15237.64
12/13/21,15621.27,15637.06,15408.25,15413.28
12/10/21,15629.59,15677.6,15477.85,15630.6
12/9/21,15720.54,15796.05,15511.12,15517.37
12/8/21,15690.65,15792.64,15618.88,15786.99
12/7/21,15510.91,15720.09,15507.66,15686.92
12/6/21,15117.63,15281.99,14931.61,15225.15
12/3/21,15428.71,15470.36,14931.06,15085.47
12/2/21,15181.82,15444.54,15150.12,15381.32
12/1/21,15752.27,15816.82,15243.93,15254.05
11/30/21,15716.5,15828.2,15451.39,15537.69
11/29/21,15719.42,15833.11,15644.61,15782.83
11/26/21,15664.38,15731.54,15456.09,15491.66
11/24/21,15677.88,15848.56,15591.36,15845.23
11/23/21,15809.5,15895.86,15601.46,15775.14
11/22/21,16120.92,16212.23,15851.04,15854.76
11/19/21,16042.16,16121.12,16017.23,16057.44
11/18/21,15973.4,16010.88,15848.83,15993.71
11/17/21,15973.61,15998.57,15909.39,15921.57
11/16/21,15840.32,15989.61,15825,15973.86
11/15/21,15894.82,15918.45,15778.31,15853.85
11/12/21,15752.62,15874.58,15705.38,15860.96
11/11/21,15752.08,15768.03,15695.77,15704.28
11/10/21,15753.84,15867.24,15543.68,15622.71
11/9/21,16024.13,16035.21,15836.68,15886.54
11/8/21,15995.72,16038.23,15961.81,15982.36
11/5/21,16003.56,16053.39,15900.78,15971.59
11/4/21,15849.74,15966.09,15827.66,15940.31
11/3/21,15658.52,15821.58,15616.44,15811.58
11/2/21,15583.99,15656.6,15569.27,15649.6
11/1/21,15541.26,15598.95,15470.82,15595.92
10/29/21,15323.29,15504.12,15323.29,15498.39
10/28/21,15304.74,15452.3,15290.31,15448.12
10/27/21,15276,15364.54,15235.84,15235.84
10/26/21,15142.92,15259.63,15070.75,15235.71
10/25/21,15142.92,15259.63,15070.75,15226.71
10/22/21,15158.07,15193.01,15021.02,15090.2
10/21/21,15104.8,15222.25,15094.14,15215.7
10/20/21,15160,15178.39,15071.15,15121.68
10/19/21,15073.13,15137.85,15049.73,15129.09
10/18/21,14839.74,15026.68,14833.28,15021.81
10/15/21,14891.24,14904.98,14847.97,14897.34
10/14/21,14717.5,14827.56,14699.52,14823.43
10/13/21,14537.17,14589.28,14471.88,14571.64
10/12/21,14539.09,14552.71,14441.6,14465.92
10/11/21,14540.08,14665.99,14482.61,14486.2
10/8/21,14694.72,14699.91,14569.68,14579.54
10/7/21,14631.8,14755.72,14615.14,14654.02
10/6/21,14289.45,14509.55,14259.07,14501.91
10/5/21,14312.86,14508.65,14299.78,14433.83
10/4/21,14493.12,14499.74,14181.69,14255.48
10/1/21,14494.93,14606.82,14324.01,14566.7
9/30/21,14582.6,14632.36,14444.3,14448.58
9/29/21,14614.88,14676.62,14493.67,14512.44
9/28/21,14787.21,14817.74,14539.88,14546.68
9/27/21,14954.17,15003.16,14864.96,14969.97
9/24/21,14961.61,15067.56,14946.57,15047.7
9/23/21,14960,15085.44,14932.52,15052.24
9/22/21,14800.59,14950.12,14767.02,14896.85
9/21/21,14803.36,14847.03,14696.47,14746.4
9/20/21,14758.14,14841.82,14530.07,14713.9
9/17/21,15163.35,15166.56,14998.73,15043.97
9/16/21,15120.09,15205.5,15047.14,15181.92
9/15/21,15071.34,15174.38,14984.68,15161.53
9/14/21,15168.45,15181.19,15008.3,15037.76
9/13/21,15211.43,15215.44,15030.85,15105.58
9/10/21,15332.92,15349.47,15111.31,15115.49
9/9/21,15296.06,15352.38,15245.18,15248.25
9/8/21,15360.35,15360.34,15206.61,15286.64
9/7/21,15375.98,15403.44,15343.28,15374.33
9/3/21,15313.41,15375.56,15283.67,15363.52
9/2/21,15358.47,15380.07,15285.35,15331.18
9/1/21,15308.98,15379.5,15302.11,15309.38
8/31/21,15262.88,15278.96,15202.67,15259.24
8/30/21,15165.94,15288.08,15165.12,15265.89
8/27/21,14969.76,15144.48,14966.52,15129.5
8/26/21,15025.17,15059.63,14939.56,14945.81
8/25/21,15039.03,15059.43,15011.58,15041.86
8/24/21,14978.14,15034.89,14965.53,15019.8
8/23/21,14776.98,14963.47,14776.98,14942.65
8/20/21,14571.53,14722.16,14571.53,14714.66
8/19/21,14423.16,14610.76,14423.16,14541.79
8/18/21,14636.24,14697.25,14516.3,14525.91
8/17/21,14670.56,14716.94,14550.88,14656.18
8/16/21,14771.53,14794.68,14610.02,14793.76
8/13/21,14825.07,14850.61,14797.22,14822.9
8/12/21,14751.36,14824.31,14698.94,14816.26
8/11/21,14834.38,14842.5,14692.41,14765.14
8/10/21,14887.75,14894.61,14754.48,14788.09
8/9/21,14855.75,14883.81,14802.69,14860.18
8/6/21,14864.22,14890.18,14788.59,14835.76
8/5/21,14794.08,14896.47,14776.03,14895.12
8/4/21,14747.21,14812.38,14734.12,14780.53
8/3/21,14714,14762.6,14584.09,14761.29
8/2/21,14758.6,14770.41,14665.67,14681.07
7/30/21,14615.85,14728.78,14615.85,14672.68
7/29/21,14771.17,14833.74,14761.38,14778.26
7/28/21,14715.66,14798.88,14645.63,14762.58
7/27/21,14807.95,14811.08,14503.75,14660.58
7/26/21,14821.03,14863.65,14790.49,14840.71
7/23/21,14753.06,14846.06,14698.77,14836.99
7/22/21,14652.72,14694.19,14617.87,14684.6
7/21/21,14508.75,14633.15,14498.65,14631.95
7/20/21,14330.46,14555.75,14271.23,14498.88
7/19/21,14235.98,14313.59,14178.66,14274.98
7/16/21,14597.51,14623.02,14413.32,14427.24
7/15/21,14635.78,14650.38,14451.8,14543.13
7/14/21,14780.9,14790.55,14632.95,14644.95
7/13/21,14715.13,14803.68,14660.19,14677.65
7/12/21,14743.86,14761.08,14672.63,14733.24
7/9/21,14578.43,14710.2,14552.26,14701.92
7/8/21,14409.2,14610.06,14371.59,14559.78
7/7/21,14753.42,14755.33,14580.79,14665.06
7/6/21,14661.55,14687,14529.8,14663.64
7/2/21,14582.98,14649.11,14555.34,14639.33
7/1/21,14493.69,14533.55,14439.4,14522.38
6/30/21,14509.85,14526.81,14478.06,14503.95
6/29/21,14509.19,14535.97,14471.38,14528.33
6/28/21,14417.81,14505.19,14417.2,14500.51
6/25/21,14400.81,14409.08,14337.65,14360.39
6/24/21,14357.26,14414.46,14333.7,14369.71
6/23/21,14263.38,14317.66,14246.3,14271.73
6/22/21,14138.29,14269.77,14121,14253.27
6/21/21,14047.42,14150.78,13960.04,14141.48
6/18/21,14096.93,14129.22,14009.03,14030.38
6/17/21,13999.13,14196.21,13998.93,14161.35
6/16/21,14085.55,14129.69,13903.73,14039.68
6/15/21,14166.64,14171.02,14052.16,14072.86
6/14/21,14083.47,14175.45,14056.67,14174.14
6/11/21,14030.85,14069.42,14006.59,14069.42
6/10/21,13933.88,14031.19,13904.4,14020.33
6/9/21,13980.23,14003.5,13906.45,13911.75
6/8/21,13946.32,13981.72,13831.98,13924.91
6/7/21,13802.82,13889.11,13784.89,13881.72
6/4/21,13697.25,13826.82,13692.01,13814.49
6/3/21,13655.75,13684.13,13548.93,13614.51
6/2/21,13743.24,13775.9,13689.73,13756.33
6/1/21,13829.06,13836.17,13678.77,13736.48
5/28/21,13792.05,13820.87,13747.61,13748.74
5/27/21,13742.58,13776.52,13701.63,13736.28
5/26/21,13693.94,13750.16,13679.59,13738
5/25/21,13721.54,13751.14,13631.8,13657.17
5/24/21,13557.21,13708.85,13551.01,13661.17
5/21/21,13616.19,13616.58,13463.27,13470.99
5/20/21,13356.63,13563.52,13355.71,13535.74
5/19/21,13078.19,13304.6,13072.23,13299.74
5/18/21,13416.9,13485.34,13299.93,13303.64
5/17/21,13368.8,13399.17,13265.4,13379.05
5/14/21,13255.65,13460.88,13242.97,13429.98
5/13/21,13150.94,13247.88,13007.24,13124.99
5/12/21,13215.49,13288.61,13002.53,13031.68
5/11/21,13115.85,13423.31,13107.67,13389.43
5/10/21,13687.59,13687.93,13401.75,13401.86
5/7/21,13723.09,13828.62,13690.75,13752.24
5/6/21,13557.83,13635.73,13439.39,13632.84
5/5/21,13731.13,13753.05,13553.93,13582.42
5/4/21,13774.51,13795.57,13485.59,13633.5
5/3/21,14031.77,14042.13,13881.51,13895.12
4/30/21,13970.73,14084.76,13941.63,13962.68
4/29/21,14204.51,14211.57,13952.8,14082.55
4/28/21,14082.78,14133.65,14034.7,14051.03
4/27/21,14170.91,14171.24,14064.28,14090.22
4/26/21,14052.38,14154.03,14019.5,14138.78
4/23/21,13861.37,14062.73,13856.83,14016.81
4/22/21,13952.57,14015.87,13771.04,13818.41
4/21/21,13745.77,13951.35,13706.85,13950.22
4/20/21,13894.46,13927.67,13698.67,13786.27
4/19/21,13984.58,14041.79,13842.57,13914.77
4/16/21,14059.11,14062.5,13977.05,14052.34
4/15/21,13983.23,14049.13,13970.42,14038.76
4/14/21,14004.08,14033.63,13839.04,13857.84
4/13/21,13902.45,14011.51,13902.45,13996.1
4/12/21,13854.44,13877,13783.95,13850
4/9/21,13787.01,13905.41,13748.35,13900.19
4/8/21,13796.89,13830.14,13758.71,13829.31
4/7/21,13675.3,13733.03,13653.58,13688.84
4/6/21,13681.67,13776.71,13674.28,13698.38
4/5/21,13705.59,13720.58,13582.76,13705.59
4/1/21,13414.32,13487.08,13404.18,13480.11
3/31/21,13122.57,13325.54,13118.38,13246.87
3/30/21,13008.8,13075.75,12922.57,13045.39
3/29/21,13103.97,13143.41,12968.16,13059.65
3/26/21,12996.03,13149.55,12878.72,13138.72
3/25/21,12844.58,13021.86,12786.81,12977.68
3/24/21,13289.24,13292.92,12961.35,12961.89
3/23/21,13381.43,13405.15,13202.43,13227.7
3/22/21,13278.78,13455.65,13278.78,13377.54
3/19/21,13119.9,13252.37,13039.45,13215.24
3/18/21,13349.2,13384.46,13101.93,13116.17
3/17/21,13336.92,13595,13272.69,13525.2
3/16/21,13523.17,13620.71,13397.09,13471.57
3/15/21,13323.47,13460.35,13272.5,13459.71
3/12/21,13222.81,13324.69,13158.72,13319.86
3/11/21,13273.31,13433.62,13246.32,13398.67
3/10/21,13234.73,13277.1,13035.44,13068.83
3/9/21,12923.07,13151.54,12882.49,13073.82
3/8/21,12904.26,13001,12599.23,12609.16
3/5/21,12860.04,12941.22,12397.06,12920.15
3/4/21,12953.99,13068.71,12553.96,12723.47
3/3/21,13336.25,13372.52,12995.07,12997.75
3/2/21,13599.45,13601.33,13352,13358.79
3/1/21,13406.16,13596.59,13362.66,13588.83
2/26/21,13232.9,13368.06,13024.53,13192.35
2/25/21,13512.64,13602.85,13066.38,13119.43
2/24/21,13400.25,13607.36,13286.59,13597.97
2/23/21,13262.61,13526.09,13003.98,13465.2
2/22/21,13714.2,13757.06,13530.96,13533.05
2/19/21,13929.2,13985.58,13842.59,13874.46
2/18/21,13814.67,13905.96,13714.35,13865.36
2/17/21,13911.65,13976.43,13804.26,13965.49
2/16/21,14152.22,14175.11,13995.44,14047.5
2/12/21,13979.21,14102.04,13937.71,14095.47
2/11/21,14045.21,14058.91,13916.84,14025.77
2/10/21,14093.35,14109.12,13845.47,13972.53
2/9/21,13966.82,14044.94,13966.56,14007.7
2/8/21,13937.06,13987.74,13894.15,13987.64
2/5/21,13824.88,13878.16,13761.66,13856.3
2/4/21,13674.06,13778.42,13631.62,13777.74
2/3/21,13718.32,13723.83,13585.34,13610.54
2/2/21,13543.1,13652.69,13535.86,13612.78
2/1/21,13226.18,13431.46,13132.47,13403.39
1/29/21,13284.72,13322,12985.05,13070.69
1/28/21,13323.3,13507.64,13316.52,13337.16
1/27/21,13486.58,13538.42,13192.91,13270.6
1/26/21,13681.72,13702.69,13603.19,13626.06
1/25/21,13681.21,13728.98,13368.68,13635.99
1/22/21,13474.81,13567.14,13463.66,13543.06
1/21/21,13521.48,13560.35,13454.07,13530.91
1/20/21,13342.55,13486.13,13329.77,13457.25
1/19/21,13132.73,13206.86,13078.7,13197.18
1/15/21,13099.9,13139.83,12949.76,12998.5
1/14/21,13174.75,13220.16,13098.41,13112.64
1/13/21,13088.01,13171.15,13051.07,13128.95
1/12/21,13062.06,13105.04,12963.92,13072.43
1/11/21,13048.78,13138.27,12999.51,13036.43
1/8/21,13160.22,13208.09,13036.55,13201.98
1/7/21,12867.34,13090.91,12867.34,13067.48
1/6/21,12666.15,12909.63,12649.99,12740.79
1/5/21,12665.65,12828.27,12665.65,12818.96
1/4/21,12958.52,12958.73,12543.24,12698.45
12/31/20,12877.09,12902.07,12821.23,12888.28
12/30/20,12906.51,12924.93,12857.76,12870
12/29/20,12965.39,12973.33,12821.97,12850.22
12/28/20,12914.64,12930.89,12827.44,12899.42
12/24/20,12791.54,12833.55,12767.64,12804.73
12/23/20,12834.94,12841.92,12758.67,12771.11
12/22/20,12785.22,12840.57,12695.31,12807.92
12/21/20,12596.14,12751.27,12525.22,12742.52
12/18/20,12804.93,12809.6,12654.6,12755.64
12/17/20,12730.78,12765.25,12696.35,12764.75
12/16/20,12611.04,12687.32,12566.38,12658.19
12/15/20,12543.26,12596.13,12465.42,12595.06
12/14/20,12447.44,12543,12432.71,12440.04
12/11/20,12336.79,12383.5,12246.77,12377.87
12/10/20,12247.55,12431.56,12214.74,12405.81
12/9/20,12591.68,12607.15,12290.78,12338.95
12/8/20,12503.17,12594.54,12453.21,12582.77
12/7/20,12461,12536.23,12460.55,12519.95
12/4/20,12399.32,12464.23,12376.44,12464.23
12/3/20,12369.26,12439.02,12356.98,12377.18
12/2/20,12285.75,12360.06,12217.35,12349.37
12/1/20,12313.36,12405.78,12263.93,12355.11
11/30/20,12224.25,12244.65,12027.16,12198.74
11/27/20,12159.18,12236.23,12154.57,12205.85
11/25/20,12053.89,12114.77,12020.95,12094.4
11/24/20,11939.33,12049.88,11863.45,12036.79
11/23/20,11916.76,11949.33,11796.53,11880.63
11/20/20,11892.7,11935.47,11852.51,11854.97
11/19/20,11779.03,11912.63,11760.98,11904.71
11/18/20,11896.06,11942.49,11799.96,11801.6
11/17/20,11913.35,11950.18,11852.41,11899.34
11/16/20,11847.11,11937.72,11814.89,11924.13
11/13/20,11794.94,11849.78,11715.52,11829.29
11/12/20,11802.5,11847.84,11666.38,11709.59
11/11/20,11656.65,11793.57,11638.9,11786.43
11/10/20,11622.44,11665.87,11424.61,11553.86
11/9/20,12046.66,12108.07,11703.49,11713.78
11/6/20,11869.9,11920.53,11737.13,11895.23
11/5/20,11816.33,11924.28,11784.15,11890.93
11/4/20,11443.77,11663.31,11394.21,11590.78
11/3/20,11038.66,11213.92,11004.84,11160.57
11/2/20,11010.45,11071.08,10830.94,10957.61
10/30/20,11103.47,11129.81,10822.57,10911.59
10/29/20,11064.47,11287.63,11030.19,11185.59
10/28/20,11230.9,11249.94,10999.07,11004.87
10/27/20,11409.34,11465.06,11361.86,11431.35
10/26/20,11440.64,11545.63,11221.06,11358.94
10/23/20,11536,11548.85,11434.86,11548.28
10/22/20,11526.98,11548.77,11369.29,11506.01
10/21/20,11530.39,11613.79,11476.08,11484.69
10/20/20,11531.83,11632.89,11471.23,11516.49
10/19/20,11732.34,11778.1,11454.57,11478.88
10/16/20,11761.83,11827.42,11648.53,11671.56
10/15/20,11559.88,11740.68,11559.1,11713.87
10/14/20,11889.07,11939.92,11714.35,11768.73
10/13/20,11901.76,11946.98,11821.83,11863.9
10/12/20,11732.33,11965.54,11704.13,11876.26
10/9/20,11487.6,11581.23,11476.66,11579.94
10/8/20,11443.35,11448.23,11384.33,11420.98
10/7/20,11271.68,11380.56,11258.35,11364.6
10/6/20,11314.53,11392.41,11124.44,11154.6
10/5/20,11169.1,11335.21,11162.52,11332.49
10/2/20,11082.53,11244.87,11033.69,11075.02
10/1/20,11291.99,11344.13,11240.53,11326.51
9/30/20,11092.9,11277.97,11092.9,11167.51
9/29/20,11109,11153.23,11065.63,11085.25
9/28/20,11084.38,11120.79,11019.14,11117.53
9/25/20,10680.46,10939.55,10639.98,10913.56
9/24/20,10551.02,10799.56,10520.22,10672.27
9/23/20,10950.83,10962.02,10612.91,10632.99
9/22/20,10873.3,10979.65,10737.52,10963.64
9/21/20,10610.14,10782.74,10519.49,10778.8
9/18/20,10973.45,10977.68,10639.95,10793.28
9/17/20,10796.05,10974.45,10783.81,10910.28
9/16/20,11222.08,11245.41,11046.43,11050.47
9/15/20,11193.96,11244.46,11127.98,11190.32
9/14/20,11010.14,11118.28,10982.26,11056.65
9/11/20,11010.07,11033.04,10728.03,10853.55
9/10/20,11235.53,11299.53,10875.02,10919.59
9/9/20,11064.76,11217.69,10970.44,11141.56
9/8/20,10900.69,11131.5,10837.19,10847.69
9/4/20,11396.24,11531.18,10875.87,11313.13
9/3/20,11861.9,11894.4,11361.35,11458.1
9/2/20,12047.26,12074.07,11836.18,12056.44
9/1/20,11850.96,11945.72,11794.78,11939.67
8/31/20,11718.81,11829.84,11697.41,11775.46
8/28/20,11689.28,11708.77,11634.77,11695.63
8/27/20,11688.19,11730.02,11551.01,11625.34
8/26/20,11516.62,11672.05,11507.46,11665.06
8/25/20,11370.23,11468.26,11343.04,11466.47
8/24/20,11449.25,11462.05,11297.53,11379.72
8/21/20,11258.44,11326.22,11245.44,11311.8
8/20/20,11096.4,11283.62,11090.03,11264.95
8/19/20,11214.8,11257.42,11132.1,11146.46
8/18/20,11170.75,11230.61,11103.83,11210.84
8/17/20,11083.25,11144.53,11080.3,11129.73
